"Provider Number","Network","Facility Name ","Address Line 1","Address Line 2","City","State ","Zip","County","Phone Number","Profit or Non-Profit","Chain Owned","Chain Organization ","ICH-CAHPS date","ICH-CAHPS data availability code","Lower box percent of patients-nephrologists’ communication and caring","Middle box percent of patients-nephrologists’ communication and caring","Top box percent of patients-nephrologists’ communication and caring","Lower box percent of patients-quality of dialysis center care and operations","Middle box percent of patients-quality of dialysis center care and operations","Top box percent of patients-quality of dialysis center care and operations","Lower box percent of patients-providing information to patients ","Top box percent of patients- providing information to patients","Lower box percent of patients-rating of the nephrologist ","Middle box percent of patients- rating of the nephrologist","Top box percent of patients- rating of the nephrologist","Lower box percent of patients-rating of the dialysis center staff ","Middle box percent of patients-rating of the dialysis center staff","Top box percent of patients-rating of the dialysis center staff ","Lower box percent of patients-rating of the dialysis facility","Middle box percent of patients-rating of the dialysis facility ","Top box percent of patients-rating of the dialysis facility","Total number of completed interviews from the Fall and Spring Surveys"
"682613","07","ARA COLLINS ROAD DIALYSIS CENTER","6196 LAKE GRAY BLVD","SUITE 112","JACKSONVILLE","FL","32244","DUVAL","9047720933","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"682614","07","FRESENIUS KIDNEY CARE ORANGE PARK NORTH","2010 WELLS POND COURT","","ORANGE PARK","FL","32073","CLAY","3528715962","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"682615","07","OSLO DIALYSIS","100 S US HIGHWAY 1","","VERO BEACH","FL","32962","INDIAN RIVER","7725678496","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"682616","07","BAYSHORE DIALYSIS","16151 SLATER RD","","NORTH FORT MYERS","FL","33917","LEE","2397311006","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672761","14","FORT WORTH SAGINAW DIALYSIS","900 NORTH BLUE MOUND ROAD","SUITE 192","SAGINAW","TX","76131","TARRANT","8172321502","1","Y","DAVITA","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"672762","14","FRESENIUS MEDICAL CARE WACO LAKESHORE","2420 LAKESHORE DRIVE","","WACO","TX","76708","MCLENNAN","2547562179","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"682601","07","AQUANOVA, INC.","18004 NW 6TH STREET","#104","PEMBROKE PINES","FL","33029","BROWARD","9548851024","1","N","INDEPENDENT","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"852508","06","FRESENIUS KIDNEY CARE - BARTOW COUNTY","60 SLOPES DRIVE","","CARTERSVILLE","GA","30120","BARTOW","7703342200","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"852509","06","BIO-MEDICAL APPLICATIONS OF GEORGIA, INC","65 FRANCIS WAY","","SHARPSBURG","GA","30277","COWETA","7702526969","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"852510","06","ODIORNE DIALYSIS","2460 WESLEY CHAPEL RD, STE 25D","","DECATUR","GA","30035","DEKALB","7709871439","1","Y","DAVITA","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"852511","06","BIO-MEDICAL APPLICATIONS OF GEORGIA, INC.","5694A OGEECHEE ROAD","","SAVANNAH","GA","31405","CHATHAM","9122325554","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"672788","14","KELLER DIALYSIS","11000 OLD DENTON ROAD","","KELLER","TX","76248","TARRANT","8173375483","1","Y","DAVITA","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"672789","14","DIALYSIS CARE OF GRAND PRAIRIE","402 N CARRIER PARKWAY","SUITE 102","GRAND PRAIRIE","TX","75050","DALLAS","9722642660","1","Y","DAVITA","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"672790","14","SOUTHEAST FORT WORTH DIALYSIS","3845 E LOOP 820 S","","FORT WORTH","TX","76119","TARRANT","8174969035","1","Y","DAVITA","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"672791","14","DESOTO REGIONAL DIALYSIS CENTER LLC","2651 BOLTON BOONE DRIVE","BUILDING B","DESOTO","TX","75115","DALLAS","9727805991","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"672792","14","WOODLANDS HOME THERAPIES","1644 RESEARCH FOREST DRIVE","SUITE 150","SHENANDOAH","TX","77381","MONTGOMERY","2813670046","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"672793","14","REGIONAL DIALYSIS CENTER OF MESQUITE LLC","1650 REPUBLIC PARKWAY","SUITE 100","MESQUITE","TX","75150","DALLAS","9726134715","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"672794","14","CARROLTON REGIONAL DIALYSIS CENTER","1128 NORTH I-35 EAST","","CARROLLTON","TX","75006","DALLAS","9722427648","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"672558","14","DAVITA EAST DIALYSIS","11989 PELLICANO DRIVE","","EL PASO","TX","79936","EL PASO","9158566363","1","Y","DAVITA","22Apr2016-13Jan2017","001","17","12","71","20","19","61","19","81","12","25","63","16","15","69","9","19","72","77"
"672559","14","US RENAL CARE TARRANT DIALYSIS SOUTHWEST FORT WORTH","5127 OLD GRANBURY ROAD","","FORT WORTH","TX","76133","TARRANT","8173707830","1","Y","US RENAL CARE, INC.","22Apr2016-13Jan2017","001","18","20","62","19","25","56","16","84","5","33","62","13","24","63","11","24","65","60"
"672560","14","DEERBROOK DIALYSIS","9660 FM 1960 BYPASS","","HUMBLE","TX","77338","HARRIS","2813126362","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672561","14","FRESENIUS MEDICAL CARE MUSEUM DISTRICT","4407 YOAKUM BLVD","","HOUSTON","TX","77006","HARRIS","7135278436","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","14","14","72","21","23","56","29","71","5","20","75","12","37","51","11","26","63","40"
"672562","14","FRESENIUS MEDICAL CARE HOUSTON HOME","2626 SOUTH LOOP WEST","SUITE 520","HOUSTON","TX","77054","HARRIS","7136617733","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"672563","14","US RENAL CARE BOERNE DIALYSIS","1595 SOUTH MAIN SUITE 107","","BOERNE","TX","78006","KENDALL","8308163030","1","Y","US RENAL CARE, INC.","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"672564","14","FRESENIUS MEDICAL CARE KIEST STATION","5148 SOUTH LANCASTER, SUITE B","","DALLAS","TX","75241","DALLAS","2143712618","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","20","18","62","36","18","46","29","71","14","39","47","29","24","47","27","23","50","53"
"682617","07","CLERMONT DIALYSIS CENTER, LLC","1625 HANCOCK ROAD","","CLERMONT","FL","34711","LAKE","3522432083","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"682618","07","ORLANDO AIRPORT DIALYSIS","5778 S SEMORAN BLVD","SUITE A","ORLANDO","FL","32822","ORANGE","4072823835","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"682619","07","RENVIVA DIALYSIS CENTER OF CLEARWATER, LLC","401 CORBETT","SUITE 250","CLEARWATER","FL","33756","PINELLAS","7272814490","1","N","INDEPENDENT","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"682620","07","DIALYSIS CARE CENTER LEESBURG,LLC","600 W NORTH BOULEVARD","SUITE B","LEESBURG","FL","34788","LAKE","3525302450","1","N","INDEPENDENT","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"682621","07","BROOKSVILLE DIALYSIS","7326 BROAD ST","","BROOKSVILLE","FL","34601","HERNANDO","3525406185","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"682622","07","HERNANDO HOME TRAINING","4251 MARINER BLVD","","SPRING HILL","FL","34609","HERNANDO","3526862755","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"852523","06","PURE LIFE RENAL OF PERIMETER","6160 PEACHTREE DUNWOODY ROAD","SUITE A-110","ATLANTA","GA","30328","FULTON","9549625733","1","N","INDEPENDENT","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"852524","06","USRC MONROE","2161 W SPRING ST","SUITE B","MONROE","GA","30655","WALTON","6786353641","1","Y","US RENAL CARE, INC.","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"852525","06","TARA BOULEVARD DIALYSIS","6540 TARA BLVD","SUITE 200","JONESBORO","GA","30236","CLAYTON","7709688429","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"852512","06","DIALYSIS CLINIC, INC.","240 PONCE DE LEON AVE NE","","ATLANTA","GA","30308","FULTON","4048154667","1","Y","DIALYSIS CLINIC, INC.","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"852513","06","BIO-MEDICAL APPLICATIONS OF GA, INC","234 KINGS BAY ROAD","","KINGSLAND","GA","31548","CAMDEN","9125104345","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","","","","","","","","","","","","","","","","","","",""
"852514","06","BRASELTON DIALYSIS","1241 FRIENDSHIP RD","SUITE 130","BRASELTON","GA","30517","JACKSON","7709656056","1","Y","DAVITA","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"852516","06","PHYSICIANS CHOICE DIALYSIS HOME","711 TALBOTTEN ROAD","","COLUMBUS","GA","31904","MUSCOGEE","6104958900","1","Y","PHYSICIANS CHOICE","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"672644","14","GESSNER DIALYSIS AND KIDNEY CENTER","8700 S GESSNER","SUITE 300","HOUSTON","TX","77074","HARRIS","7137744002","1","N","INDEPENDENT","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672645","14","EL CAMPO DIALYSIS","307 SANDY CORNER ROAD","","EL CAMPO","TX","77437","WHARTON","9795438200","1","Y","DAVITA","22Apr2016-13Jan2017","001","16","13","71","26","17","57","23","77","10","22","68","9","31","60","15","21","64","30"
"672646","14","MISSION VALLEY DIALYSIS","1203 ST CLARE BLVD, SUITE 9B","","MISSION","TX","78572","HIDALGO","9565833760","1","Y","DAVITA","22Apr2016-13Jan2017","001","7","11","82","13","19","68","9","91","10","13","77","8","25","67","8","15","77","32"
"672795","14","LIBERTY DIALYSIS OF SOUTH LEWISVILLE","101 E SOUTHWEST PKWY","","LEWISVILLE","TX","75067","DENTON","4695497424","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"672796","14","CORYELL DIALYSIS","224 MEMORIAL DRIVE","","GATESVILLE","TX","76528","CORYELL","2544042090","1","Y","DAVITA","22Apr2016-13Jan2017","","","","","","","","","","","","","","","","","","",""
"682602","07","EAST TALLAHASSEE HOME TRAINING","2417 MILL CREEK LN","UNIT 3","TALLAHASSEE","FL","32308","LEON","8502970435","1","Y","DAVITA","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"682604","07","HOME DIALYSIS SERVICES NORTH TAMPA, LLC","7187 BROAD STREET","","BROOKSVILLE","FL","34601","HERNANDO","3528483689","1","N","INDEPENDENT","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"682605","07","FMC-AUBURNDALE","365 HAVENDALE BLVD","","AUBURNDALE","FL","33823","POLK","8635513159","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"682606","07","FMC- OCEAN SOUND DIALYSIS","2876 NE 8TH STREET","","HOMESTEAD","FL","33033","MIAMI-DADE","3052465043","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"682607","07","LAKE CITY HOME THERAPIES","215 SW PROSPERITY PLACE","SUITE 101","LAKE CITY","FL","32024","COLUMBIA","3867582202","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"682608","07","NULIFE DIALYSIS INC.","4805 NW 183RD STREET","","OPA LOCKA","FL","33055","MIAMI-DADE","3059524925","1","N","INDEPENDENT","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"672565","14","FRESENIUS MEDICAL CARE LAMPASAS","1202 CENTRAL TEXAS EXPRESSWAY","","LAMPASAS","TX","76550","LAMPASAS","5125564101","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"682519","07","PLANTATION DIALYSIS - ELLENTON","3820 US HIGHWAY 301 N","","ELLENTON","FL","34222","MANATEE","9417223733","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"682520","07","CARROLLWOOD DIALYSIS","14358 N DALE MABRY HWY","","TAMPA","FL","33618","HILLSBOROUGH","8139603751","1","Y","DAVITA","22Apr2016-13Jan2017","001","13","18","69","23","28","49","19","81","3","37","60","20","36","44","12","39","49","50"
"682521","07","SOUTH FLORIDA DIALYSIS CENTER CORP","8057 NORTHWEST 155 STREET","","MIAMI LAKES","FL","33016","MIAMI-DADE","3056982200","1","N","INDEPENDENT","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"682522","07","ST PETERSBURG KIDNEY CARE","800 3RD AVE S.","WEBB PLAZA","SAINT PETERSBURG","FL","33701","PINELLAS","7278213201","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","001","13","6","81","11","12","77","16","84","4","13","83","3","27","70","4","14","82","36"
"682523","07","CROWN DIALYSIS CENTER OF PALM BEACH LLC","4701 N FEDERAL HIGHWAY","","BOCA RATON","FL","33431","PALM BEACH","5613723700","1","N","INDEPENDENT","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"682525","07","FRESENIUS KIDNEY CARE-ST PETERSBURG","446 4TH STREET S","","SAINT PETERSBURG","FL","33701","PINELLAS","7278965500","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"852526","06","NORTHEAST GEORGIA HOME TRAINING","1485 JESSE JEWELL PARKWAY, NE","","GAINESVILLE","GA","30501","HALL","7702970547","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"492708","05","MEHERRIN HOME TRAINING","201 B WEAVER AVENUE","","EMPORIA","VA","23847","EMPORIA CITY","4346340413","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"492709","05","GLENVAR DIALYSIS","3737 WEST MAIN STREET","SUITE 103","SALEM","VA","24153","SALEM","5403803130","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"492710","05","LABURNAM DIALYSIS","4352 SOUTH LABURNUM AVENUE","","HENRICO","VA","23231","HENRICO","8042364699","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"492711","05","FRESENIUS KIDNEY CARE LAUREL PARK","4008 EAST PARHAM ROAD","","HENRICO","VA","23228","HENRICO","8045537880","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"492712","05","HOPKINS ROAD DIALYSIS","5750 HOPKINS ROAD","","RICHMOND","VA","23234","CHESTERFIELD","8042758631","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"492713","05","PURE LIFE RENAL OF LANSDOWNE INC.","19490 SANDRIDGE WAY","SUITE 140","LEESBURG","VA","20176","LOUDOUN","5712710880","1","N","INDEPENDENT","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"502587","16","RENAL CARE GROUP NORTHWEST, INC.","702 SOUTH HILL PARK DR","","PUYALLUP","WA","98373","PIERCE","2534457520","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"502588","16","RENAL CARE GROUP NORTHWEST, INC.","4700 POINT FOSDICK DR NW STE 101","","GIG HARBOR","WA","98335","PIERCE","2538532965","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672647","14","RENAL CENTER OF WATERTON","2895 SHILOH ROAD","","TYLER","TX","75703","SMITH","9035610292","1","Y","RENAL VENTURES MANAGEMENT","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672648","14","DIALYSIS SERVICES OF ALLEN","925 EXCHANGE PARKWAY","","ALLEN","TX","75013","COLLIN","9729082769","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","20","13","67","21","21","58","26","74","24","21","55","16","27","57","11","18","71","33"
"672649","14","RENAL CENTER OF THE HILLS","6331 BOULEVARD 26","SUITE 200","NORTH RICHLAND HILLS","TX","76180","TARRANT","8172843343","1","Y","RENAL VENTURES MANAGEMENT","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672650","14","US RENAL CARE TARRANT DIALYSIS CLEBURNE","1206 N. HENDERSON","SUITE A","CLEBURNE","TX","76033","JOHNSON","8176415530","1","Y","US RENAL CARE, INC.","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672651","14","WELLBOUND OF AUSTIN","12176 N MO PAC EXPRESSWAY, SUITE A","","AUSTIN","TX","78758","TRAVIS","5128336695","1","Y","SATELLITE HEALTHCARE","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"660001","17","COMMONWEALTH HEALTH CENTER","PO BOX 500409 CK HEMO UNIT","","SAIPAN","MP","96950","NORTHERN MARIANA ISLANDS","6702348950","2","N","INDEPENDENT","22Apr2016-13Jan2017","001","73","7","20","26","19","55","33","67","64","24","12","13","39","48","8","27","65","55"
"662501","17","ST JUDE RENAL CARE FACILITY","PO BOX 502878 CHALAN KIYA","","SAIPAN","MP","96950","NORTHERN MARIANA ISLANDS","6702342901","1","N","INDEPENDENT","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"682609","07","FMC-TROUT RIVER DIALYSIS","3107 EDGEWOOD AVE W","","JACKSONVILLE","FL","32209","DUVAL","9047655033","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"682610","07","PALM COAST HOME TRAINING","80 PINNACLES DR","STE 1000","PALM COAST","FL","32164","FLAGLER","3865867399","1","Y","DAVITA","22Apr2016-13Jan2017","","","","","","","","","","","","","","","","","","",""
"672676","14","CHAMPIONS DIALYSIS","4427 CYPRESS CREEK PKWY","","HOUSTON","TX","77068","HARRIS","2814448439","1","Y","DAVITA","22Apr2016-13Jan2017","001","13","13","74","16","20","64","18","82","10","24","66","16","21","63","6","26","68","38"
"672677","14","FRESENIUS MEDICAL CARE PAMELA HEIGHTS","15917 B. SOUTH POST OAK ROAD","","HOUSTON","TX","77053","HARRIS","2814380354","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672678","14","DIALYSPA MEDICAL CENTER, LLC.","2453 SOUTH BRAESWOOD BLVD","SUITE 100","HOUSTON","TX","77030","HARRIS","7133641800","1","N","INDEPENDENT","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672679","14","WOODFOREST DIALYSIS","12626 WOODFOREST BLVD","SUITE C","HOUSTON","TX","77015","HARRIS","7134553370","1","Y","DAVITA","22Apr2016-13Jan2017","001","23","16","61","27","25","48","31","69","20","16","64","19","40","41","34","23","43","32"
"672680","14","BRAZORIA COUNTY DIALYSIS, LLP","405 THIS WAY STREET","","LAKE JACKSON","TX","77566","BRAZORIA","9792973777","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"682526","07","JACKSONVILLE ARLINGTON DIALYSIS","929 UNIVERSITY BLVD N","","JACKSONVILLE","FL","32211","DUVAL","9047431689","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"682527","07","DORAL KIDNEY CENTER","7755 NW 48TH ST #120","","DORAL","FL","33166","MIAMI-DADE","3054365279","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"682586","07","JUPITER DIALYSIS","630 MAPLEWOOD DR","STE 200","JUPITER","FL","33458","PALM BEACH","5617481750","1","Y","DAVITA","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"682587","07","DSI NORTH TAMPA DIALYSIS","3421 NORTH LAKEVIEW DRIVE","","TAMPA","FL","33618","HILLSBOROUGH","8132611864","1","Y","DIVERSIFIED SPECIALTY INSTITUTES (DSI)","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"682588","07","DIALYZE DIRECT FL","1601 CLINT MOORE AVE #160","","BOCA RATON","FL","33487","PALM BEACH","5616093100","1","N","INDEPENDENT","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"682589","07","USRC BOYNTON BEACH, LLC","1500 W GATEWAY BLVD","SUITE 190","BOYNTON BEACH","FL","33426","PALM BEACH","5617334631","1","Y","US RENAL CARE, INC.","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
