"Provider number","Network","Facility name","Address line 1","Address line 2","City","State","Zip","County","Phone number","Profit or Non-Profit","Chain owned","Chain organization","ICH-CAHPS date","ICH-CAHPS date2","ICH-CAHPS data availability code","Lower box percent of patients nephrologists’ communication and caring","Middle box percent of patients nephrologists’ communication and caring","Top box percent of patients nephrologists’ communication and caring","Lower box percent of patients-quality of dialysis center care and operations","Middle box percent of patients-quality of dialysis center care and operations","Top box percent of patients-quality of dialysis center care and operations","Lower box percent of patients-providing information to patients","Top box percent of patients providing information to patients","Lower box percent of patients-rating of the nephrologist","Middle box percent of patients- rating of the nephrologist","Top box percent of patients- rating of the nephrologist","Lower box percent of patients-rating of the dialysis center staff","Middle box percent of patients-rating of the dialysis center staff","Top box percent of patients-rating of the dialysis center staff","Lower box percent of patients-rating of the dialysis facility","Middle box percent of patients-rating of the dialysis facility","Top box percent of patients-rating of the dialysis facility"
"452692","14","BAY AREA DIALYSIS SERVICES AT ALICE","901 MEDICAL CENTER BLVD","","ALICE","TX","78332","JIM WELLS","(361) 668-8055","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","19","14","67","34","18","48","37","63","15","35","50","25","34","41","21","31","48"
"452693","14","SWISS AVENUE DIALYSIS CENTER","2613 SWISS AVE","","DALLAS","TX","75204","DALLAS","(214) 827-9854","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","26","19","55","29","19","52","36","64","27","24","49","27","18","55","26","22","52"
"452694","14","DIALYLSIS CARE OF GREENVILLE","4805 WESLEY ST","","GREENVILLE","TX","75401","HUNT","(903) 454-9890","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","13","14","73","15","26","59","17","83","13","21","66","7","40","53","7","40","53"
"452696","14","WATERLOO DIALYSIS CENTER","5310 BURNET ROAD","UNIT 122","AUSTIN","TX","78756","TRAVIS","(512) 420-9403","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","11","14","75","16","23","61","21","79","7","24","69","11","18","71","2","15","83"
"452697","14","FMC SOUTH DALLAS COUNTY","1111 W LEDBETTER DRIVE","SUITE 800","DALLAS","TX","75224","DALLAS","(214) 371-2485","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","11","14","75","24","21","55","21","79","7","22","71","15","26","59","15","23","62"
"452699","14","REDBIRD DIALYSIS CENTER","4111 CAMP WISDOM RD","","DALLAS","TX","75237","DALLAS","(972) 709-0212","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","21","17","62","21","24","55","25","75","24","19","57","25","17","58","20","21","59"
"452702","14","WALNUT HILL DIALYSIS CENTER","9840 NORTH CENTRAL EXPRESSWAY","SUITE 340","DALLAS","TX","75231","DALLAS","(469) 232-5333","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","17","18","65","23","20","57","33","67","18","21","61","19","25","56","19","25","56"
"452703","14","BROOKRIVER DIALYSIS","8101 BROOKRIVER DRIVE","","DALLAS","TX","75247","DALLAS","(214) 951-7789","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"452705","14","RELIANT DIALYSIS","1335 LA CONCHA","","HOUSTON","TX","77054","HARRIS","(713) 794-0600","Profit","Yes","GAMBRO HEALTHCARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","13","16","71","13","18","69","17","83","16","11","73","5","22","73","12","15","73"
"452706","14","NORTH LOOP EAST DIALYSIS","7139 NORTH LOOP EAST","","HOUSTON","TX","77028","HARRIS","(713) 675-8499","Profit","Yes","GAMBRO HEALTHCARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","34","8","58","39","10","51","29","71","36","18","46","28","23","49","33","19","48"
"452707","14","CIELO VISTA DIALYSIS","7200 GATEWAY E STE B","","EL PASO","TX","79915","EL PASO","(915) 771-6893","Profit","Yes","TRC TEXAS, LP","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","12","20","68","16","21","63","15","85","10","28","62","10","22","68","8","19","73"
"452708","14","TRC CONROE","233 INTERSTATE 45 NORTH","","CONROE","TX","77304","MONTGOMERY","(936) 760-2240","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"452709","14","WESTMINSTER DIALYSIS","12121 WESTHEIMER  RD   STE 138","","HOUSTON","TX","77077","HARRIS","(281) 493-9046","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","10","21","69","10","29","61","27","73","7","25","68","8","34","58","7","33","60"
"452710","14","NORTHEAST TEXAS DIALYSIS","413-B US HWY 59","","ATLANTA","TX","75551","CASS","(903) 796-1084","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","11","13","76","23","16","61","15","85","6","19","75","13","15","72","13","15","72"
"452711","14","NNA - NORTH","12221 RENFERT WAY","SUITE 100","AUSTIN","TX","78758","TRAVIS","(512) 873-0346","Profit","Yes","NATIONAL  NEPHROLOGY ASSOCIATES","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","14","20","66","22","26","52","25","75","19","24","57","17","29","54","20","25","55"
"452714","14","MISSION KIDNEY CENTER","901 PLAZA DR","","MISSION","TX","78572","HIDALGO","(956) 519-2999","Profit","Yes","RENAL CARE GROUP INC.","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"452715","14","DAVITA COASTAL DIALYSIS","4300 2-2  S PADRE ISLAND DR","","CORPUS CHRISTI","TX","78411","NUECES","(361) 855-9449","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","20","17","63","20","26","54","28","72","17","21","62","20","28","52","24","18","58"
"452718","14","FMC CROWN OF TEXAS","1805 POINT WEST PARKWAY","SUITE 130","AMARILLO","TX","79119","RANDALL","(806) 418-2690","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"452719","14","WEATHERFORD DIALYSIS CENTER","2025 FORT WORTH HIGHWAY","SUITE 400","WEATHERFORD","TX","76086","PARKER","(817) 599-6783","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","21","13","66","11","21","68","19","81","16","27","57","7","30","63","7","22","71"
"452720","14","DAVITA  WEST","5595 ALAMEDA AVENUE","SUITE B","EL PASO","TX","79905","EL PASO","(915) 881-0254","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","14","20","66","16","25","59","17","83","13","28","59","9","29","62","10","21","69"
"452722","14","GUADALUPE KIDNEY DISEASE CL","626 MERIDA","","SAN ANTONIO","TX","78207","BEXAR","(210) 212-9300","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"452727","14","EL MILAGRO DIALYSIS CENTER","2800 S IH 35 SUITE 120","","AUSTIN","TX","78704","TRAVIS","(512) 448-9750","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","23","13","64","12","17","71","19","81","18","19","63","3","25","72","8","18","74"
"452728","14","SPRING BRANCH DIALYSIS","1425 BLALOCK STE 100","","HOUSTON","TX","77055","HARRIS","(713) 932-7795","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","29","20","51","19","21","60","31","69","19","33","48","13","25","62","14","19","67"
"452731","14","CLEVELAND DIALYSIS CENTER","202 EAST FT. WORTH, ST.","","CLEVELAND","TX","77327","LIBERTY","(281) 659-9679","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","32","18","50","28","23","49","28","72","33","20","47","22","30","48","18","24","58"
"452732","14","SATELLITE HEALTHCARE SOUTH LAREDO","802 GUADALUPE ST","","LAREDO","TX","78040","WEBB","(956) 729-7411","Profit","Yes","SATELLITE HEALTHCARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","6","14","80","6","25","69","13","87","7","18","75","6","20","74","11","17","72"
"452733","14","FLORESVILLE DIALYSIS","543 10TH STREET","","FLORESVILLE","TX","78114","WILSON","(830) 393-4010","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","12","20","68","9","25","66","17","83","11","25","64","9","23","68","7","20","73"
"452734","14","DAVITA-GONZALES","1406 NORTH SARAH DEWITT","","GONZALES","TX","78629","GONZALES","(830) 672-4377","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"452735","14","BAY AREA DIALYSIS SOUTHSIDE","4112 S STAPLES STE AB","","CORPUS CHRISTI","TX","78411","NUECES","(361) 814-0168","Profit","Yes","RENAL CARE GROUP INC.","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","9","18","73","21","17","62","23","77","4","22","74","19","17","64","14","16","70"
"452736","14","UT SOUTHWESTERN - DALLAS DIALYSIS","204 EAST AIRPORT FREEWAY","","IRVING","TX","75062","DALLAS","(972) 438-7375","Profit","Yes","GAMBRO HEALTHCARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","25","17","58","22","24","54","19","81","20","22","58","16","30","54","17","22","61"
"452737","14","NRI BROWNSVILLE","2945 CENTRAL BLVD","","BROWNSVILLE","TX","78520","CAMERON","(956) 542-8094","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","31","19","50","26","24","50","27","73","28","31","41","24","33","43","24","31","45"
"452738","14","FMC EAST CENTRAL HOUSTON","6830 CAPITOL ST","","HOUSTON","TX","77011","HARRIS","(713) 926-3394","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"452739","14","FMC NORTH BUCKNER DIALYSIS CENTER","3650 N BUCKNER BLVD 108","","DALLAS","TX","75228","DALLAS","(214) 367-8880","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","18","13","69","17","17","66","25","75","18","24","58","12","29","59","12","24","64"
"452740","14","GAMBRO HEALTHCARE PEARSALL","1305 N OAK ST","","PEARSALL","TX","78061","FRIO","(830) 334-4690","Profit","Yes","GAMBRO HEALTHCARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"452741","14","DAVITA - LOMA VISTA DIALYSIS","1382A LOMALAND DR","","EL PASO","TX","79935","EL PASO","(915) 591-0834","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","23","21","56","22","23","55","21","79","22","22","56","17","22","61","12","25","63"
"452742","14","DSI BEEVILLE RENAL CENTER","1905 NW FRONTAGE RD","","BEEVILLE","TX","78102","BEE","(361) 358-4175","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","17","21","62","19","17","64","27","73","14","23","63","13","37","50","10","28","62"
"452743","14","TOMBALL DIALYSIS CENTER","27720 A TOMBALL PKY","","TOMBALL","TX","77375","HARRIS","(281) 351-6802","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","8","12","80","12","24","64","23","77","2","18","80","7","20","73","3","27","70"
"452744","14","LONGVIEW DIALYSIS CENTER","425 N FREDONIA STE 300","","LONGVIEW","TX","75601","GREGG","(903) 234-1452","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","21","29","50","15","29","56","24","76","29","29","42","18","29","53","11","29","60"
"452745","14","BAYSHORE DIALYSIS CENTER","4300 FAIRMONT PARKWAY SUITE 100","","PASADENA","TX","77504","HARRIS","(281) 487-2947","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","13","21","66","15","20","65","14","86","8","23","69","4","22","74","4","20","76"
"452747","14","SOUTH SAN ANTONIO DIALYSIS CENTER","1313 SE MILITARY DR","SUITE 111","SAN ANTONIO","TX","78214","BEXAR","(210) 932-2434","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","14","12","74","18","19","63","24","76","19","11","70","18","17","65","13","15","72"
"452748","14","RCG PARIS","633 STONE AVE","","PARIS","TX","75460","LAMAR","(903) 739-2376","Profit","Yes","RENAL CARE GROUP INC.","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","8","7","85","13","23","64","20","80","3","14","83","11","26","63","8","14","78"
"452749","14","US RENAL CARE EAST EL PASO DIALYSIS","10737 GATEWAY W STE 100","","EL PASO","TX","79935","EL PASO","(915) 590-8334","Profit","Yes","US RENAL CARE, INC.","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","19","19","62","14","19","67","19","81","19","26","55","10","18","72","11","23","66"
"452750","14","MEDICAL CENTER KIDNEY CLINIC","2254 HOLCOMBE BLVD","","HOUSTON","TX","77030","HARRIS","(713) 797-9909","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"452751","14","DSI RIVERSIDE RENAL CENTER","13434 LEOPARD STREET STE A17","","CORPUS CHRISTI","TX","78410","NUECES","(361) 241-4873","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","16","17","67","15","19","66","24","76","24","18","58","15","19","66","13","22","65"
"452752","14","NORTHEAST FT WORTH DIALYSIS CT","4121 DENTON HWY","","HALTOM CITY","TX","76117","TARRANT","(817) 581-1515","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"452753","14","FALLS COUNTY KIDNEY CENTER","602 HWY 6 SOUTH","","MARLIN","TX","76661","FALLS","(254) 883-3699","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"452754","14","TEXAS CITY DIALYSIS, LP","3557 PALMER HWY","","TEXAS CITY","TX","77590","GALVESTON","(409) 948-9300","Profit","Yes","SANKAR NEPHROLOGY GROUP","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"452755","14","DAVITA - MEMORIAL DIALYSIS CENTER","11621 KATY FREEWAY","","HOUSTON","TX","77079","HARRIS","(281) 558-5702","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","24","19","57","14","19","67","20","80","26","15","59","6","17","77","9","10","81"
"452757","14","SNG - SANDCASTLE DIALYSIS CENTER","8900 EMMETT F. LOWRY EXP","SUITE 201","TEXAS CITY","TX","77591","GALVESTON","(409) 933-0406","Profit","Yes","SANKAR NEPHROLOGY GROUP","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"452758","14","DAVITA MESA VISTA DIALYSIS","2400 N OREGON","SUITE C","EL PASO","TX","79902","EL PASO","(915) 532-5598","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","17","23","60","17","22","61","10","90","16","26","58","11","23","66","16","20","64"
"452760","14","FRESENIUS MEDICAL CARE PAMPA","2545 PERRYTON PKY STE E1","","PAMPA","TX","79065","GRAY","(806) 665-8200","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"452761","14","KATY DIALYSIS CENTER","403 W. GRAND PARKWAY SOUTH","SUITE T","KATY","TX","77494","HARRIS","(281) 392-6063","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","19","19","62","21","21","58","18","82","31","15","54","18","28","54","16","20","64"
"452762","14","CYFAIR DIALYSIS CENTER","9110 JONES RD STE 110","","HOUSTON","TX","77065","HARRIS","(281) 517-0527","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","28","17","55","31","24","45","38","62","22","41","37","21","41","38","33","16","51"
"452763","14","RENAL CENTER OF PORT ARTHUR, LLC","3730 DRYDEN RD","","PORT ARTHUR","TX","77642","JEFFERSON","(409) 983-4110","Profit","Yes","RENAL VENTURES MANAGEMENT","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","29","17","54","21","18","61","21","79","20","26","54","17","28","55","16","26","58"
